

<<START>>,<<FMS_BUY_CARGO_ALLOC>>,,,, 	(20-MAY-2025 11:30:02)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONTRACT_TYPE,CONT_NO,CONT_REV,CARGO_NO,ALLOC_REV,TIMESTAMP
2,270 ,M, 1, 0, N, 710003, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 710002, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 710001, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 710028, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 710029, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 710030, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 710006, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 710012, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 710011, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 713001, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 712001, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 713001, 0, 4, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 711001, 0, 3, 0, 1, 	(20-MAY-2025 11:31:00)
2,270, , ,  , ,711001 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,270 ,M, 1, 0, N, 713001, 0, 3, 0, 1, 	(20-MAY-2025 11:31:00)
2,270, , ,  , ,713001 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,270, , ,  , ,713001 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,270, , ,  , ,713001 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,270 ,M, 1, 0, N, 710027, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 710018, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 710019, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 710020, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 710021, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 710022, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 710005, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 710004, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 711001, 0, 2, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 712001, 0, 3, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 711001, 0, 4, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 712001, 0, 2, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 713001, 0, 6, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 713001, 0, 2, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 711003, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 711001, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 711001, 0, 5, 0, 1, 	(20-MAY-2025 11:31:00)
2,270 ,M, 1, 0, N, 713001, 0, 5, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 721005, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710073, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710075, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710057, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710072, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710034, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710058, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710059, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710060, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710069, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710071, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710074, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710031, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710076, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710077, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710045, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710049, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710040, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710041, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710042, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710035, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710036, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710037, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710032, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710033, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710066, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710067, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710068, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710054, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710052, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710053, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710055, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710056, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710061, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710062, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710063, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710064, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710065, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710070, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710078, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710081, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710079, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710080, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710082, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710051, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710046, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710047, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710050, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710043, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710048, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710038, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 710039, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 721003, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 722001, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 722002, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 721001, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 721004, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,116 ,M, 1, 0, N, 721002, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 710099, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 710087, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 711005, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256, , ,  , ,711005 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,256 ,M, 1, 0, N, 710089, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 710088, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 710097, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 710098, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256, , ,  , ,710098 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,256 ,M, 1, 0, N, 710095, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 710096, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 714007, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 714005, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256, , ,  , ,714005 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,256 ,M, 1, 0, N, 710092, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 710093, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 710094, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256, , ,  , ,710094 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,256 ,M, 1, 0, N, 710090, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256, , ,  , ,710090 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,256 ,M, 1, 0, N, 710091, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256, , ,  , ,710091 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,256, , ,  , ,710091 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,256 ,M, 1, 0, N, 710083, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 710084, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 710085, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 710086, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 711010, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 711004, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 711006, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 711009, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 714002, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 714004, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 714006, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 711008, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 714001, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 714003, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 719006, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 714008, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 714008, 0, 1, 0, 2, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 715002, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 719004, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 719007, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 719009, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 715001, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 716001, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 719001, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 719003, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 717001, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 719005, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 719002, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 719008, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 711007, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 719010, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 719014, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720018, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720001, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720017, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720002, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720019, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720005, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720023, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720022, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720004, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720012, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720012, 0, 2, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720024, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720029, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720030, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720024, 0, 4, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 721009, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 721011, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 719011, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720021, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720010, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720025, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720003, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720009, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720024, 0, 2, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720026, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720013, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720013, 0, 2, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 721007, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 721008, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 721010, 0, 2, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 719012, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720006, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 719013, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 719015, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720016, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720020, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720007, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720027, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720024, 0, 3, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720014, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720028, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 720015, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 721006, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 721010, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 721013, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 721012, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 721011, 0, 2, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 721006, 0, 2, 0, 1, 	(20-MAY-2025 11:31:00)
2,256 ,M, 1, 0, N, 721006, 0, 3, 0, 1, 	(20-MAY-2025 11:31:00)
2,0, , ,  , ,721006 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,268, , ,  , ,721006 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,268, , ,  , ,721006 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,268, , ,  , ,721006 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,268, , ,  , ,721006 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,152 ,M, 1, 0, N, 721015, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,152 ,M, 1, 0, N, 721014, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,1, , ,  , ,721014 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,0, , ,  , ,721014 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,0, , ,  , ,721014 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,0, , ,  , ,721014 , ,, 0 ,1, 	(20-MAY-2025 11:31:00)	 (Not Inserted)
2,110 ,M, 1, 0, N, 723002, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 723005, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 723006, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 723009, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 724001, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 724001, 0, 2, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 724002, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 724002, 0, 1, 0, 2, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 724003, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 724004, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 724005, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 725002, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 725001, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 723001, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 723008, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 723004, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 723008, 0, 2, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 723003, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)
2,110 ,M, 1, 0, N, 723007, 0, 1, 0, 1, 	(20-MAY-2025 11:31:00)

TOTAL DATA IN EXCEL : 244 	(20-MAY-2025 11:31:00)
 

TOTAL DATA INSERTED : 222 	(20-MAY-2025 11:31:00)
 

TOTAL SKIPPED DATA 22 	(20-MAY-2025 11:31:00)
 
<<END>><<FMS_BUY_CARGO_NOM_BOE>> 	(20-MAY-2025 11:31:00)
 
